,fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,sulphates,alcohol,quality,good_wine
1052,5.6,0.605,0.05,0.073,25.0,0.99258,0.55,12.9,5,0
1053,8.3,0.33,0.42,0.07,20.0,0.99426,0.77,12.7,7,1
1054,8.2,0.64,0.27,0.095,77.0,0.99747,0.62,9.1,6,1
1055,8.2,0.64,0.27,0.095,77.0,0.99747,0.62,9.1,6,1
1056,8.9,0.48,0.53,0.101,10.0,0.99586,0.59,12.1,7,1
1057,7.6,0.42,0.25,0.104,90.0,0.99784,0.57,9.1,5,0
1058,9.9,0.53,0.57,0.093,52.0,0.9971,0.76,11.6,7,1
1059,8.9,0.48,0.53,0.101,10.0,0.99586,0.59,12.1,7,1
1060,11.6,0.23,0.57,0.07400000000000001,8.0,0.9981,0.7,9.9,6,1
1061,9.1,0.4,0.5,0.071,16.0,0.99462,0.69,12.5,8,1
1062,8.0,0.38,0.44,0.098,15.0,0.9956,0.64,11.4,6,1
1063,10.2,0.29,0.65,0.075,17.0,0.99565,0.63,11.8,6,1
1064,8.2,0.74,0.09,0.067,10.0,0.99418,0.57,11.8,6,1
1065,7.7,0.61,0.18,0.083,20.0,0.9963,0.6,10.2,6,1
1066,6.6,0.52,0.08,0.07,26.0,0.99358,0.72,12.5,7,1
1067,11.1,0.31,0.53,0.06,10.0,0.99572,0.83,10.9,7,1
1068,11.1,0.31,0.53,0.06,10.0,0.99572,0.83,10.9,7,1
1069,8.0,0.62,0.35,0.086,52.0,0.997,0.62,10.8,5,0
1070,9.3,0.33,0.45,0.057,37.0,0.99498,0.89,11.1,7,1
1071,7.5,0.77,0.2,0.098,92.0,0.99892,0.58,9.2,5,0
1072,7.2,0.35,0.26,0.083,75.0,0.9968,0.58,9.5,6,1
1073,8.0,0.62,0.33,0.08800000000000001,37.0,0.9972,0.58,10.7,6,1
1074,7.5,0.77,0.2,0.098,92.0,0.99892,0.58,9.2,5,0
1075,9.1,0.25,0.34,0.071,67.0,0.99769,0.86,10.2,7,1
1076,9.9,0.32,0.56,0.073,8.0,0.99534,0.73,11.4,6,1
1077,8.6,0.37,0.65,0.08,8.0,0.99817,0.58,11.0,5,0
1078,8.6,0.37,0.65,0.08,8.0,0.99817,0.58,11.0,5,0
1079,7.9,0.3,0.68,0.05,278.0,0.99316,0.51,12.3,7,1
1080,10.3,0.27,0.56,0.047,8.0,0.99471,0.51,11.8,6,1
1081,7.9,0.3,0.68,0.05,289.0,0.99316,0.51,12.3,7,1
1082,7.2,0.38,0.3,0.073,70.0,0.99685,0.59,9.5,6,1
1083,8.7,0.42,0.45,0.07200000000000001,59.0,0.99617,0.77,12.0,6,1
1084,7.2,0.38,0.3,0.073,70.0,0.99685,0.59,9.5,6,1
1085,6.8,0.48,0.08,0.07400000000000001,64.0,0.99529,0.49,9.6,5,0
1086,8.5,0.34,0.4,0.055,9.0,0.99738,0.66,11.6,7,1
1087,7.9,0.19,0.42,0.057,30.0,0.994,0.69,11.2,6,1
1088,11.6,0.41,0.54,0.095,41.0,0.99735,0.76,9.9,7,1
1089,11.6,0.41,0.54,0.095,41.0,0.99735,0.76,9.9,7,1
1090,10.0,0.26,0.54,0.083,74.0,0.99451,0.63,11.8,8,1
1091,7.9,0.34,0.42,0.086,19.0,0.99546,0.6,11.4,6,1
1092,7.0,0.54,0.09,0.081,16.0,0.99479,0.59,11.5,6,1
1093,9.2,0.31,0.36,0.079,31.0,0.99615,0.86,12.0,7,1
1094,6.6,0.725,0.09,0.117,17.0,0.99655,0.49,10.8,6,1
1095,9.4,0.4,0.47,0.087,20.0,0.99772,0.5,10.5,5,0
1096,6.6,0.725,0.09,0.117,17.0,0.99655,0.49,10.8,6,1
1097,8.6,0.52,0.38,0.096,18.0,0.99666,0.52,9.4,5,0
1098,8.0,0.31,0.45,0.21600000000000005,16.0,0.99358,0.81,12.5,7,1
1099,8.6,0.52,0.38,0.096,18.0,0.99666,0.52,9.4,5,0
1100,8.4,0.34,0.42,0.07200000000000001,36.0,0.99392,0.78,12.4,6,1
1101,7.4,0.49,0.27,0.071,25.0,0.99388,0.63,12.0,6,1
1102,6.1,0.48,0.09,0.078,30.0,0.99402,0.54,11.2,6,1
1103,7.4,0.49,0.27,0.071,25.0,0.99388,0.63,12.0,6,1
1104,8.0,0.48,0.34,0.073,25.0,0.9936,0.66,12.4,6,1
1105,6.3,0.57,0.28,0.048,49.0,0.99374,0.6,12.8,5,0
1106,8.2,0.23,0.42,0.069,17.0,0.99376,0.54,12.3,6,1
1107,9.1,0.3,0.41,0.068,24.0,0.99523,0.85,11.7,7,1
1108,8.1,0.78,0.1,0.09,13.0,0.99855,0.49,9.5,5,0
1109,10.8,0.47,0.43,0.171,66.0,0.9982,0.76,10.8,6,1
1110,8.3,0.53,0.0,0.07,14.0,0.99593,0.64,10.0,6,1
1111,5.4,0.42,0.27,0.092,55.0,0.99471,0.64,12.3,7,1
1112,7.9,0.33,0.41,0.056,35.0,0.99396,0.71,11.0,6,1
1113,8.9,0.24,0.39,0.07400000000000001,10.0,0.99698,0.59,9.5,6,1
1114,5.0,0.4,0.5,0.046,80.0,0.9902,0.66,13.6,6,1
1115,7.0,0.69,0.07,0.091,21.0,0.99572,0.6,11.3,6,1
1116,7.0,0.69,0.07,0.091,21.0,0.99572,0.6,11.3,6,1
1117,7.0,0.69,0.07,0.091,21.0,0.99572,0.6,11.3,6,1
1118,7.1,0.39,0.12,0.065,24.0,0.99252,0.53,13.3,6,1
1119,5.6,0.66,0.0,0.066,15.0,0.99256,0.58,12.9,5,0
1120,7.9,0.54,0.34,0.076,17.0,0.99235,0.72,13.1,8,1
1121,6.6,0.5,0.0,0.062,28.0,0.99352,0.55,12.3,6,1
1122,6.3,0.47,0.0,0.055,33.0,0.9922,0.48,12.3,6,1
1123,10.7,0.4,0.37,0.081,29.0,0.99674,0.65,11.2,6,1
1124,6.5,0.58,0.0,0.096,13.0,0.99557,0.62,11.5,4,0
1125,8.8,0.24,0.35,0.055,27.0,0.99394,0.59,11.3,7,1
1126,5.8,0.29,0.26,0.063,11.0,0.9915,0.54,13.5,6,1
1127,6.3,0.76,0.0,0.07200000000000001,52.0,0.99379,0.6,11.5,6,1
1128,10.0,0.43,0.33,0.095,89.0,0.9984,0.68,10.0,5,0
1129,10.5,0.43,0.35,0.092,70.0,0.99798,0.69,10.5,6,1
1130,9.1,0.6,0.0,0.058,10.0,0.9977,0.63,10.4,6,1
1131,5.9,0.19,0.21,0.045,135.0,0.99341,0.44,9.5,5,0
1132,7.4,0.36,0.34,0.075,38.0,0.9933,0.88,13.6,7,1
1133,7.2,0.48,0.07,0.08900000000000001,18.0,0.99684,0.68,11.2,7,1
1134,8.5,0.28,0.35,0.061,15.0,0.99524,0.74,11.8,7,1
1135,8.0,0.25,0.43,0.067,50.0,0.9946,0.6,11.9,6,1
1136,10.4,0.52,0.45,0.08,13.0,0.99774,0.76,11.4,6,1
1137,10.4,0.52,0.45,0.08,13.0,0.99774,0.76,11.4,6,1
1138,7.5,0.41,0.15,0.104,94.0,0.99786,0.58,9.1,5,0
1139,8.2,0.51,0.24,0.079,86.0,0.99764,0.64,9.5,6,1
1140,7.3,0.4,0.3,0.08,79.0,0.9969,0.65,9.5,6,1
1141,8.2,0.38,0.32,0.08,71.0,0.99624,0.85,11.0,6,1
1142,6.9,0.45,0.11,0.043,12.0,0.99354,0.65,11.4,6,1
1143,7.0,0.22,0.3,0.065,20.0,0.99672,0.82,10.0,6,1
1144,7.3,0.32,0.23,0.066,70.0,0.99588,0.62,10.1,5,0
1145,8.2,0.2,0.43,0.076,51.0,0.99672,0.81,10.4,6,1
1146,7.8,0.5,0.12,0.17800000000000002,21.0,0.996,0.87,9.8,6,1
1147,10.0,0.41,0.45,0.071,14.0,0.99702,0.49,11.8,7,1
1148,7.8,0.39,0.42,0.086,21.0,0.99526,0.66,11.6,6,1
1149,10.0,0.35,0.47,0.061,11.0,0.99585,0.52,12.0,6,1
1150,8.2,0.33,0.32,0.067,12.0,0.99473,0.76,12.8,7,1
1151,6.1,0.58,0.23,0.044,70.0,0.99352,0.65,12.5,6,1
1152,8.3,0.6,0.25,0.118,38.0,0.99616,0.53,9.8,5,0
1153,9.6,0.42,0.35,0.083,38.0,0.99622,0.66,11.1,6,1
1154,6.6,0.58,0.0,0.1,63.0,0.99544,0.68,11.4,6,1
1155,8.3,0.6,0.25,0.118,38.0,0.99616,0.53,9.8,5,0
1156,8.5,0.18,0.51,0.071,88.0,0.99524,0.76,11.8,7,1
1157,5.1,0.51,0.18,0.042,101.0,0.9924,0.87,12.9,7,1
1158,6.7,0.41,0.43,0.076,54.0,0.99572,1.16,10.6,6,1
1159,10.2,0.41,0.43,0.11,37.0,0.99728,0.67,10.8,5,0
1160,10.6,0.36,0.57,0.087,20.0,0.99676,0.72,11.1,7,1
1161,8.8,0.45,0.43,0.076,21.0,0.99551,0.75,10.2,6,1
1162,8.5,0.32,0.42,0.075,19.0,0.99434,0.71,11.8,7,1
1163,9.0,0.785,0.24,0.078,21.0,0.99692,0.67,10.0,5,0
1164,9.0,0.785,0.24,0.078,21.0,0.99692,0.67,10.0,5,0
1165,8.5,0.44,0.5,0.369,38.0,0.99634,1.1,9.4,5,0
1166,9.9,0.54,0.26,0.111,60.0,0.99709,0.98,10.2,5,0
1167,8.2,0.33,0.39,0.07400000000000001,48.0,0.99528,0.88,12.4,7,1
1168,6.5,0.34,0.27,0.067,44.0,0.99384,0.56,12.0,6,1
1169,7.6,0.5,0.29,0.086,14.0,0.99502,0.62,11.5,6,1
1170,9.2,0.36,0.34,0.062,12.0,0.99667,0.67,10.5,6,1
1171,7.1,0.59,0.0,0.078,44.0,0.99522,0.68,10.8,6,1
1172,9.7,0.42,0.46,0.07400000000000001,16.0,0.99649,0.74,12.3,6,1
1173,7.6,0.36,0.31,0.079,65.0,0.99716,0.62,9.5,6,1
1174,7.6,0.36,0.31,0.079,65.0,0.99716,0.62,9.5,6,1
1175,6.5,0.61,0.0,0.095,59.0,0.99541,0.7,11.5,6,1
1176,6.5,0.88,0.03,0.079,47.0,0.99572,0.5,11.2,4,0
1177,7.1,0.66,0.0,0.052000000000000005,11.0,0.99318,0.66,12.7,7,1
1178,5.6,0.915,0.0,0.041,78.0,0.99346,0.73,11.4,5,0
1179,8.2,0.35,0.33,0.076,47.0,0.99599,0.81,11.0,6,1
1180,8.2,0.35,0.33,0.076,47.0,0.99599,0.81,11.0,6,1
1181,9.8,0.39,0.43,0.068,11.0,0.99478,0.46,11.4,5,0
1182,10.2,0.4,0.4,0.068,54.0,0.99754,0.86,10.5,6,1
1183,6.8,0.66,0.07,0.07,61.0,0.99572,0.6,9.3,5,0
1184,6.7,0.64,0.23,0.08,119.0,0.99538,0.7,10.9,5,0
1185,7.0,0.43,0.3,0.085,39.0,0.99346,0.46,11.9,6,1
1186,6.6,0.8,0.03,0.079,12.0,0.9963,0.5,12.2,5,0
1187,7.0,0.43,0.3,0.085,39.0,0.99346,0.46,11.9,6,1
1188,6.7,0.64,0.23,0.08,119.0,0.99538,0.7,10.9,5,0
1189,8.8,0.955,0.05,0.075,19.0,0.99616,0.44,9.6,4,0
1190,9.1,0.4,0.57,0.08,20.0,0.99652,0.57,12.5,6,1
1191,6.5,0.885,0.0,0.166,12.0,0.99551,0.51,10.8,5,0
1192,7.2,0.25,0.37,0.063,41.0,0.99439,0.8,12.4,7,1
1193,6.4,0.885,0.0,0.166,12.0,0.99551,0.51,10.8,5,0
1194,7.0,0.745,0.12,0.114,64.0,0.99588,0.59,9.5,6,1
1195,6.2,0.43,0.22,0.078,56.0,0.99633,0.6,9.5,6,1
1196,7.9,0.58,0.23,0.076,94.0,0.99686,0.58,9.5,6,1
1197,7.7,0.57,0.21,0.069,9.0,0.99458,0.54,9.8,6,1
1198,7.7,0.26,0.26,0.052000000000000005,77.0,0.9951,0.79,10.9,6,1
1199,7.9,0.58,0.23,0.076,94.0,0.99686,0.58,9.5,6,1
1200,7.7,0.57,0.21,0.069,9.0,0.99458,0.54,9.8,6,1
1201,7.9,0.34,0.36,0.065,10.0,0.99419,0.54,11.2,7,1
1202,8.6,0.42,0.39,0.068,12.0,0.99516,0.69,11.7,8,1
1203,9.9,0.74,0.19,0.111,76.0,0.99878,0.55,9.4,5,0
1204,7.2,0.36,0.46,0.07400000000000001,44.0,0.99534,0.85,11.0,7,1
1205,7.2,0.36,0.46,0.07400000000000001,44.0,0.99534,0.85,11.0,7,1
1206,7.2,0.36,0.46,0.07400000000000001,44.0,0.99534,0.85,11.0,7,1
1207,9.9,0.72,0.55,0.136,52.0,0.99752,0.94,10.0,5,0
1208,7.2,0.36,0.46,0.07400000000000001,44.0,0.99534,0.85,11.0,7,1
1209,6.2,0.39,0.43,0.071,24.0,0.99428,0.87,11.2,7,1
1210,6.8,0.65,0.02,0.078,15.0,0.99498,0.62,10.4,6,1
1211,6.6,0.44,0.15,0.076,53.0,0.9957,0.62,9.3,5,0
1212,6.8,0.65,0.02,0.078,15.0,0.99498,0.62,10.4,6,1
1213,9.6,0.38,0.42,0.071,13.0,0.99659,0.75,10.5,6,1
1214,10.2,0.33,0.46,0.081,9.0,0.99628,0.48,10.4,6,1
1215,8.8,0.27,0.46,0.095,29.0,0.99488,0.56,11.3,6,1
1216,7.9,0.57,0.31,0.079,79.0,0.99677,0.69,9.5,6,1
1217,8.2,0.34,0.37,0.057,74.0,0.99408,0.81,12.0,6,1
1218,8.2,0.4,0.31,0.08199999999999999,24.0,0.996,0.69,10.6,6,1
1219,9.0,0.39,0.4,0.044,50.0,0.99478,0.83,10.9,6,1
1220,10.9,0.32,0.52,0.132,44.0,0.99734,0.77,11.5,6,1
1221,10.9,0.32,0.52,0.132,44.0,0.99734,0.77,11.5,6,1
1222,8.1,0.53,0.22,0.078,89.0,0.99678,0.46,9.6,6,1
1223,10.5,0.36,0.47,0.07400000000000001,23.0,0.99638,0.76,12.0,6,1
1224,12.6,0.39,0.49,0.08,20.0,0.9992,0.82,10.3,6,1
1225,9.2,0.46,0.23,0.091,77.0,0.99922,0.51,9.4,5,0
1226,7.5,0.58,0.03,0.08,46.0,0.99592,0.47,9.2,5,0
1227,9.0,0.58,0.25,0.104,21.0,0.99769,0.72,9.6,5,0
1228,5.1,0.42,0.0,0.044,88.0,0.99157,0.73,13.6,7,1
1229,7.6,0.43,0.29,0.075,66.0,0.99718,0.64,9.5,5,0
1230,7.7,0.18,0.34,0.066,58.0,0.9947,0.78,11.8,6,1
1231,7.8,0.815,0.01,0.07400000000000001,90.0,0.99621,0.62,10.8,5,0
1232,7.6,0.43,0.29,0.075,66.0,0.99718,0.64,9.5,5,0
1233,10.2,0.23,0.37,0.057,36.0,0.99614,0.49,9.3,4,0
1234,7.1,0.75,0.01,0.059,18.0,0.99242,0.4,12.8,6,1
1235,6.0,0.33,0.32,0.054000000000000006,113.0,0.99572,0.56,11.5,4,0
1236,7.8,0.55,0.0,0.07,17.0,0.99659,0.64,9.4,6,1
1237,7.1,0.75,0.01,0.059,18.0,0.99242,0.4,12.8,6,1
1238,8.1,0.73,0.0,0.081,24.0,0.99798,0.46,9.6,4,0
1239,6.5,0.67,0.0,0.057,20.0,0.99488,0.56,11.8,4,0
1240,7.5,0.61,0.2,0.076,60.0,0.99494,0.4,9.3,5,0
1241,9.8,0.37,0.39,0.079,65.0,0.99729,0.59,9.8,5,0
1242,9.0,0.4,0.41,0.058,40.0,0.99414,0.6,12.2,6,1
1243,8.3,0.56,0.22,0.08199999999999999,86.0,0.9983,0.62,9.5,5,0
1244,5.9,0.29,0.25,0.067,160.0,0.99721,0.54,10.3,6,1
1245,7.4,0.55,0.19,0.08199999999999999,34.0,0.99655,0.68,10.5,5,0
1246,7.4,0.74,0.07,0.086,48.0,0.99502,0.48,10.0,5,0
1247,7.4,0.55,0.19,0.08199999999999999,34.0,0.99655,0.68,10.5,5,0
1248,6.9,0.41,0.33,0.081,36.0,0.9949,0.75,11.1,6,1
1249,7.1,0.6,0.01,0.079,37.0,0.99514,0.61,10.9,6,1
1250,7.1,0.6,0.01,0.079,37.0,0.99514,0.61,10.9,6,1
1251,7.5,0.58,0.14,0.077,60.0,0.9963,0.59,9.8,5,0
1252,7.1,0.72,0.0,0.123,14.0,0.99627,0.58,9.8,5,0
1253,7.9,0.66,0.0,0.096,13.0,0.99569,0.58,9.5,5,0
1254,7.8,0.7,0.06,0.079,35.0,0.99628,0.69,10.9,5,0
1255,6.1,0.64,0.02,0.069,46.0,0.99358,0.45,11.0,5,0
1256,7.5,0.59,0.22,0.08199999999999999,60.0,0.99499,0.42,9.2,5,0
1257,7.0,0.58,0.28,0.085,69.0,0.99633,0.7,11.0,6,1
1258,6.8,0.64,0.0,0.123,33.0,0.99538,0.63,11.3,6,1
1259,6.8,0.64,0.0,0.123,33.0,0.99538,0.63,11.3,6,1
1260,8.6,0.635,0.68,0.403,56.0,0.99632,1.15,9.3,5,0
1261,6.3,1.02,0.0,0.083,24.0,0.99437,0.55,11.2,4,0
1262,9.8,0.45,0.38,0.081,66.0,0.99726,0.58,9.8,5,0
1263,8.2,0.78,0.0,0.08900000000000001,26.0,0.9978,0.46,9.6,4,0
1264,8.5,0.37,0.32,0.066,51.0,0.99456,0.72,11.8,6,1
1265,7.2,0.57,0.05,0.081,36.0,0.99564,0.6,10.3,6,1
1266,7.2,0.57,0.05,0.081,36.0,0.99564,0.6,10.3,6,1
1267,10.4,0.43,0.5,0.068,19.0,0.996,0.87,11.4,6,1
1268,6.9,0.41,0.31,0.079,51.0,0.99668,0.55,9.5,6,1
1269,5.5,0.49,0.03,0.044,87.0,0.9908,0.82,14.0,8,1
1270,5.0,0.38,0.01,0.048,60.0,0.99084,0.75,14.0,6,1
1271,7.3,0.44,0.2,0.049,64.0,0.9935,0.57,11.7,6,1
1272,5.9,0.46,0.0,0.077,44.0,0.99385,0.53,11.2,5,0
1273,7.5,0.58,0.2,0.073,44.0,0.99494,0.43,9.3,5,0
1274,7.8,0.58,0.13,0.102,36.0,0.9944,0.53,11.2,6,1
1275,8.0,0.715,0.22,0.075,81.0,0.99688,0.54,9.5,6,1
1276,8.5,0.4,0.4,0.05,10.0,0.99566,0.56,12.0,4,0
1277,7.0,0.69,0.0,0.114,10.0,0.99636,0.6,9.7,6,1
1278,8.0,0.715,0.22,0.075,81.0,0.99688,0.54,9.5,6,1
1279,9.8,0.3,0.39,0.062,9.0,0.9948,0.57,11.5,7,1
1280,7.1,0.46,0.2,0.077,54.0,0.9956,0.64,10.4,6,1
1281,7.1,0.46,0.2,0.077,54.0,0.9956,0.64,10.4,6,1
1282,7.9,0.765,0.0,0.084,22.0,0.99619,0.68,10.9,6,1
1283,8.7,0.63,0.28,0.096,69.0,0.99734,0.63,10.2,6,1
1284,7.0,0.42,0.19,0.071,36.0,0.99476,0.56,10.9,5,0
1285,11.3,0.37,0.5,0.09,47.0,0.99734,0.57,10.5,5,0
1286,7.1,0.16,0.44,0.068,31.0,0.99328,0.54,12.4,6,1
1287,8.0,0.6,0.08,0.056,7.0,0.99286,0.37,13.0,5,0
1288,7.0,0.6,0.3,0.068,110.0,0.99914,1.17,10.2,5,0
1289,7.0,0.6,0.3,0.068,110.0,0.99914,1.17,10.2,5,0
1290,7.6,0.74,0.0,0.1,12.0,0.99521,0.59,11.0,5,0
1291,8.2,0.635,0.1,0.073,60.0,0.99638,0.75,10.9,6,1
1292,5.9,0.395,0.13,0.056,28.0,0.99362,0.67,12.4,6,1
1293,7.5,0.755,0.0,0.084,12.0,0.99672,0.49,9.7,4,0
1294,8.2,0.635,0.1,0.073,60.0,0.99638,0.75,10.9,6,1
1295,6.6,0.63,0.0,0.093,77.5,0.99558,0.45,9.5,5,0
1296,6.6,0.63,0.0,0.093,77.5,0.99558,0.45,9.5,5,0
1297,7.2,0.53,0.14,0.064,29.0,0.99323,0.61,12.1,6,1
1298,5.7,0.6,0.0,0.063,18.0,0.99191,0.56,12.2,6,1
1299,7.6,1.58,0.0,0.13699999999999998,9.0,0.99476,0.4,10.9,3,0
1300,5.2,0.645,0.0,0.08,28.0,0.99444,0.61,12.5,6,1
1301,6.7,0.86,0.07,0.1,57.0,0.99598,0.74,11.7,6,1
1302,9.1,0.37,0.32,0.064,15.0,0.99576,0.8,11.2,6,1
1303,8.0,0.28,0.44,0.081,68.0,0.99501,0.66,11.2,5,0
1304,7.6,0.79,0.21,0.087,68.0,0.9955,0.44,9.2,5,0
1305,7.5,0.61,0.26,0.073,88.0,0.99612,0.53,9.8,5,0
1306,9.7,0.69,0.32,0.08800000000000001,91.0,0.9979,0.62,10.1,5,0
1307,6.8,0.68,0.09,0.068,29.0,0.99524,0.52,11.1,4,0
1308,9.7,0.69,0.32,0.08800000000000001,91.0,0.9979,0.62,10.1,5,0
1309,7.0,0.62,0.1,0.071,63.0,0.996,0.61,9.2,5,0
1310,7.5,0.61,0.26,0.073,88.0,0.99612,0.53,9.8,5,0
1311,6.5,0.51,0.15,0.064,27.0,0.9929,0.59,12.8,6,1
1312,8.0,1.18,0.21,0.083,41.0,0.99532,0.47,10.5,5,0
1313,7.0,0.36,0.21,0.086,65.0,0.99558,0.54,10.1,6,1
1314,7.0,0.36,0.21,0.086,69.0,0.99556,0.53,10.1,6,1
1315,7.5,0.63,0.27,0.083,91.0,0.99616,0.58,9.8,6,1
1316,5.4,0.74,0.0,0.041,46.0,0.99258,0.59,12.5,6,1
1317,9.9,0.44,0.46,0.091,41.0,0.99638,0.69,11.9,6,1
1318,7.5,0.63,0.27,0.083,91.0,0.99616,0.58,9.8,6,1
1319,9.1,0.76,0.68,0.414,64.0,0.99652,1.33,9.1,6,1
1320,9.7,0.66,0.34,0.094,88.0,0.99796,0.66,10.1,5,0
1321,5.0,0.74,0.0,0.041,46.0,0.99258,0.59,12.5,6,1
1322,9.1,0.34,0.42,0.058,18.0,0.99392,0.55,11.4,5,0
1323,9.1,0.36,0.39,0.06,55.0,0.99495,0.82,11.0,7,1
1324,6.7,0.46,0.24,0.077,34.0,0.9948,0.6,10.6,6,1
1325,6.7,0.46,0.24,0.077,34.0,0.9948,0.6,10.6,6,1
1326,6.7,0.46,0.24,0.077,34.0,0.9948,0.6,10.6,6,1
1327,6.7,0.46,0.24,0.077,34.0,0.9948,0.6,10.6,6,1
1328,6.5,0.52,0.11,0.073,38.0,0.9955,0.52,9.3,5,0
1329,7.4,0.6,0.26,0.083,91.0,0.99616,0.56,9.8,6,1
1330,7.4,0.6,0.26,0.083,91.0,0.99616,0.56,9.8,6,1
1331,7.8,0.87,0.26,0.107,67.0,0.99668,0.46,9.2,5,0
1332,8.4,0.39,0.1,0.075,25.0,0.99581,0.43,9.7,6,1
1333,9.1,0.775,0.22,0.079,48.0,0.9976,0.51,9.6,5,0
1334,7.2,0.835,0.0,0.166,11.0,0.99608,0.52,10.0,5,0
1335,6.6,0.58,0.02,0.069,40.0,0.99387,0.66,12.6,6,1
1336,6.0,0.5,0.0,0.057,26.0,0.99448,0.45,9.5,5,0
1337,6.0,0.5,0.0,0.057,26.0,0.99448,0.45,9.5,5,0
1338,6.0,0.5,0.0,0.057,26.0,0.99448,0.45,9.5,5,0
1339,7.5,0.51,0.02,0.084,31.0,0.99538,0.54,10.5,6,1
1340,7.5,0.51,0.02,0.084,31.0,0.99538,0.54,10.5,6,1
1341,7.5,0.51,0.02,0.084,31.0,0.99538,0.54,10.5,6,1
1342,7.6,0.54,0.02,0.085,31.0,0.99589,0.51,10.4,6,1
1343,7.5,0.51,0.02,0.084,31.0,0.99538,0.54,10.5,6,1
1344,11.5,0.42,0.48,0.077,20.0,0.99852,0.53,11.0,5,0
1345,8.2,0.44,0.24,0.063,28.0,0.99613,0.53,10.2,6,1
1346,6.1,0.59,0.01,0.056,13.0,0.99472,0.56,11.4,5,0
1347,7.2,0.655,0.03,0.078,12.0,0.99587,0.39,9.5,5,0
1348,7.2,0.655,0.03,0.078,12.0,0.99587,0.39,9.5,5,0
1349,6.9,0.57,0.0,0.081,41.0,0.99518,0.52,10.8,5,0
1350,9.0,0.6,0.29,0.069,73.0,0.99654,0.57,10.0,5,0
1351,7.2,0.62,0.01,0.065,46.0,0.99332,0.51,11.8,6,1
1352,7.6,0.645,0.03,0.086,57.0,0.9969,0.46,10.3,5,0
1353,7.6,0.645,0.03,0.086,57.0,0.9969,0.46,10.3,5,0
1354,7.2,0.58,0.03,0.077,28.0,0.99568,0.52,10.0,5,0
1355,6.1,0.32,0.25,0.086,32.0,0.99464,0.44,10.1,5,0
1356,6.1,0.34,0.25,0.084,28.0,0.99464,0.44,10.1,5,0
1357,7.3,0.43,0.24,0.078,67.0,0.99648,0.59,11.1,6,1
1358,7.4,0.64,0.17,0.168,98.0,0.99736,0.5,9.5,5,0
1359,11.6,0.475,0.4,0.091,28.0,0.99704,0.65,10.0333333333333,6,1
1360,9.2,0.54,0.31,0.112,38.0,0.99699,0.56,10.9,5,0
1361,8.3,0.85,0.14,0.093,54.0,0.99724,0.54,10.1,5,0
1362,11.6,0.475,0.4,0.091,28.0,0.99704,0.65,10.0333333333333,6,1
1363,8.0,0.83,0.27,0.08,63.0,0.99652,0.48,9.8,4,0
1364,7.2,0.605,0.02,0.096,31.0,0.995,0.53,11.8,6,1
1365,7.8,0.5,0.09,0.115,42.0,0.9971,0.62,9.5,5,0
1366,7.3,0.74,0.08,0.094,45.0,0.99576,0.5,9.8,5,0
1367,6.9,0.54,0.3,0.08800000000000001,105.0,0.99725,1.18,10.5,6,1
1368,8.0,0.77,0.32,0.079,74.0,0.99656,0.5,9.8,6,1
1369,6.6,0.61,0.0,0.069,8.0,0.99396,0.37,10.4,4,0
1370,8.7,0.78,0.51,0.415,66.0,0.99623,1.17,9.2,5,0
1371,7.5,0.58,0.56,0.153,14.0,0.99476,1.03,11.6,6,1
1372,8.7,0.78,0.51,0.415,66.0,0.99623,1.17,9.2,5,0
1373,7.7,0.75,0.27,0.11,89.0,0.99664,0.45,9.3,5,0
1374,6.8,0.815,0.0,0.267,29.0,0.99471,0.51,9.8,3,0
1375,7.2,0.56,0.26,0.083,100.0,0.99586,0.52,9.9,5,0
1376,8.2,0.885,0.2,0.086,31.0,0.9946,0.46,10.0,5,0
1377,5.2,0.49,0.26,0.09,74.0,0.9953,0.62,12.2,6,1
1378,7.2,0.45,0.15,0.078,28.0,0.99609,0.51,9.9,6,1
1379,7.5,0.57,0.02,0.077,35.0,0.99557,0.62,10.8,6,1
1380,7.5,0.57,0.02,0.077,35.0,0.99557,0.62,10.8,6,1
1381,6.8,0.83,0.09,0.07400000000000001,25.0,0.99534,0.45,9.6,5,0
1382,8.0,0.6,0.22,0.08,105.0,0.99613,0.49,9.9,5,0
1383,8.0,0.6,0.22,0.08,105.0,0.99613,0.49,9.9,5,0
1384,7.1,0.755,0.15,0.107,84.0,0.99593,0.5,9.5,5,0
1385,8.0,0.81,0.25,0.076,85.0,0.99668,0.42,9.2,5,0
1386,7.4,0.64,0.07,0.1,23.0,0.9961,0.58,9.6,5,0
1387,7.4,0.64,0.07,0.1,23.0,0.9961,0.58,9.6,5,0
1388,6.6,0.64,0.31,0.083,49.0,0.99718,0.68,10.3,5,0
1389,6.7,0.48,0.02,0.08,111.0,0.99524,0.53,9.7,5,0
1390,6.0,0.49,0.0,0.068,33.0,0.99292,0.59,12.5,6,1
1391,8.0,0.64,0.22,0.094,33.0,0.99612,0.58,11.0,5,0
1392,7.1,0.62,0.06,0.07,12.0,0.9942,0.48,9.8,5,0
1393,8.0,0.52,0.25,0.078,59.0,0.99612,0.48,10.2,5,0
1394,6.4,0.57,0.14,0.07,73.0,0.99669,0.48,9.2,5,0
1395,8.6,0.685,0.1,0.092,12.0,0.99745,0.65,9.55,6,1
